logical_or.npy		6	-1	-1	1e-05	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2025-04-28T15:07:04.616994	Skipping circuit logical_or because it contains a gate that isn't Clifford+T+Rz
logical_or.npy		6	1	1	1e-05	73.5104116679995	65.84350291999999	0.0	4.6361533361983434e-07	0.0	0	36	45	1785	2807	0	7	71	2025-04-28T15:21:23.911462
logical_or.npy		6	1	1	1e-05	14.602778428999954	10.578620168999805	4.214684845571526e-08	9.296628945665716e-06	3.942476676500724e-08	0	36	45	468	823	0	7	75	2025-04-28T15:55:23.663543
logical_or.npy		6	1	1	1e-05	37.77616185700026	37.4716912519998	2.107342422785763e-08	1.491307735824204e-06	2.9802322387695312e-08	0	22	24	1200	1855	0	7	41	2025-04-28T15:57:33.791080
