gate_name	gate_suffix	block_size	threshold	gridsynth_time	ntro_time	control_dist	gridsynth_dist	ntro_dist	og_t	og_cliff	og_rz	gridsynth_t	gridsynth_cliff	int_rz	opt_t	opt_cliff	timestamp
QFTAdd8	before	5	0.001	10.72395271800633	64.67439460000605	1.263426044895155e-07	0.00018644470363693433	0.00010272907781572194	0	200	276	15742	24571	221	13483	21145	{timestr}
QFTAdd8	after	5	0.001	6.216888052003924	33.80931643400254	9.30225951822905e-08	0.0006167516494800518	0.0006057099984829728	0	200	122	6213	9773	117	6162	9766	{timestr}
QFTAdd8	before	5	1e-07	45.947216939006466	87.62466799799586	1.263426044895155e-07	1.4124376568336316e-07	1.9176334087323e-07	0	200	276	15575	24274	226	13370	20954	{timestr}
QFTAdd8	after	5	1e-07	18.382215761994303	60.17359953500272	9.30225951822905e-08	1.1883216344266145e-07	1.5081399473704238e-07	0	200	122	6773	10693	117	7444	11666	{timestr}
QFTAdd8	before	5	1e-07	45.31179826299922	80.5136976740032	1.263426044895155e-07	2.713108891994054e-07	1.921195124099384e-07	0	200	276	15547	24157	226	12809	20022	{timestr}
QFTAdd8	after	5	1e-07	18.4076674320022	58.69667259400012	9.30225951822905e-08	1.6848945305625307e-07	1.7848739708448136e-07	0	200	122	6743	10679	118	7234	11420	{timestr}
QFTAdd8	before	5	0.0001	12.127146876999177	65.11026898800628	1.263426044895155e-07	3.356529553155685e-05	2.733525409515103e-05	0	200	276	17954	27869	212	14784	23151	{timestr}
QFTAdd8	after	5	0.0001	7.078334469006222	31.399973893996503	9.30225951822905e-08	4.929786028629035e-05	5.736335829420458e-05	0	200	122	7397	11605	117	7219	11319	{timestr}
QFTAdd8	before	5	0.0001	12.73303625999688	72.74582751300477	1.263426044895155e-07	3.3599385674043525e-05	2.8426833475148072e-05	0	200	276	17970	27945	211	14633	22823	{timestr}
QFTAdd8	after	5	0.0001	6.9558825729982345	32.034204187002615	9.30225951822905e-08	4.936732984872627e-05	5.604282651816561e-05	0	200	122	7397	11715	117	7226	11372	{timestr}
QFTAdd8	before	5	1e-06	30.54741476999334	85.97108563299844	1.263426044895155e-07	1.5470880787571417e-07	1.828097930811623e-07	0	200	276	16252	25286	226	14480	22734	{timestr}
QFTAdd8	after	5	1e-06	13.19844915199792	42.95385719200567	9.30225951822905e-08	2.4127995490452747e-07	2.277169717235239e-07	0	200	122	7631	12039	117	7626	11991	{timestr}
QFTAdd8	before	5	1e-06	30.650954333999834	84.15450202500506	1.263426044895155e-07	1.594449519082275e-07	1.4901161193847656e-08	0	200	276	16307	25363	227	14413	22455	{timestr}
QFTAdd8	after	5	1e-06	11.513116934998834	42.09214913699543	9.30225951822905e-08	1.7731629220474332e-07	2.3910044588681956e-07	0	200	122	7640	12005	117	7625	12008	{timestr}
QFTAdd8	before	5	1e-08	49.463488902998506	127.00742799999716	1.263426044895155e-07	2.2861975390586764e-07	2.1319293663779604e-07	0	200	276	15527	24089	236	13525	21083	{timestr}
QFTAdd8	after	5	1e-08	23.744063216996437	69.73790115200245	9.30225951822905e-08	1.5480674886436674e-07	1.0175149323110588e-07	0	200	122	6747	10626	119	7222	11345	{timestr}
QFTAdd8	before	5	1e-08	50.34710996600188	125.4085242000001	1.263426044895155e-07	1.7576416511122517e-07	1.777440071792924e-07	0	200	276	15576	24178	233	13121	20536	{timestr}
QFTAdd8	after	5	1e-08	21.21748261999892	57.487642603002314	9.30225951822905e-08	2.475876862417792e-07	8.685033203725823e-08	0	200	122	6742	10682	119	6946	10905	{timestr}
QFTAdd8	before	6	1e-05	30.99722896500316	407.8662284439997	1.0536712125031045e-07	3.167658362279724e-06	3.4763208393018274e-06	0	200	276	20392	31265	195	15152	23522	{timestr}
QFTAdd8	after	6	1e-05	17.020856187999016	193.96616556799563	8.685033203725823e-08	5.600517814841055e-06	5.908940455712219e-06	0	200	122	8417	13119	114	8244	12844	{timestr}
QFTAdd8	before	6	1e-05	29.695021938998252	499.7656304960037	1.0536712125031045e-07	3.63485483922954e-06	3.5456695952618134e-06	0	200	276	20380	31393	199	15348	23821	{timestr}
QFTAdd8	after	6	1e-05	17.26915149299748	205.9055534470026	8.685033203725823e-08	5.74930549890329e-06	5.562271080838954e-06	0	200	122	8430	13149	114	8335	12936	{timestr}
QFTAdd8	before	6	0.001	12.38067960099579	440.59788986100466	1.0536712125031045e-07	0.0004045780181495262	0.00032653087182865637	0	200	276	15759	24472	208	12317	19302	{timestr}
QFTAdd8	after	6	0.001	6.359239995996177	272.9438209250002	8.685033203725823e-08	0.0004826438187897075	0.0004858288480645845	0	200	122	6498	10307	114	6490	10350	{timestr}
QFTAdd8	before	6	0.001	24.607065516000148	451.5891976580024	1.0536712125031045e-07	0.00032498738338870847	0.0002119465349613714	0	200	276	15789	24527	203	12269	19162	{timestr}
QFTAdd8	after	6	0.001	6.948672265993082	261.8489685110035	8.685033203725823e-08	0.000483876320459542	0.0004840402131029986	0	200	122	6501	10288	114	6493	10332	{timestr}
QFTAdd8	before	6	1e-07	67.25210428400169	504.7206514749996	1.0536712125031045e-07	2.6484467463561145e-07	1.311766895106814e-07	0	200	276	15440	23955	209	12049	18882	{timestr}
QFTAdd8	after	6	1e-07	18.698109975004627	232.49298416700185	8.685033203725823e-08	1.5959510824004042e-07	8.685033203725823e-08	0	200	122	6826	10799	116	7197	11393	{timestr}
QFTAdd8	before	6	1e-07	69.4553067300003	426.28931017200375	1.0536712125031045e-07	1.8229105280820335e-07	1.0536712125031045e-07	0	200	276	15414	23957	205	12241	19232	{timestr}
QFTAdd8	after	6	1e-07	20.9502735789938	225.84320177899644	8.685033203725823e-08	2.638322327275233e-07	1.5215217286090876e-07	0	200	122	6798	10622	117	6881	10783	{timestr}
QFTAdd8	before	6	0.0001	27.45709914100007	400.603219564	1.0536712125031045e-07	2.1305037624208545e-05	1.9154547809874245e-05	0	200	276	18356	28401	206	14706	22855	{timestr}
QFTAdd8	after	6	0.0001	7.547815419005929	184.2587626579989	8.685033203725823e-08	5.536294577357381e-05	5.723190815365431e-05	0	200	122	7670	12080	114	7637	11933	{timestr}
QFTAdd8	before	6	0.0001	27.81384375700145	419.3564136540008	1.0536712125031045e-07	1.9542188356980184e-05	2.8963931036796176e-05	0	200	276	18699	28940	204	14289	22310	{timestr}
QFTAdd8	after	6	0.0001	7.794027055999322	184.24708810300217	8.685033203725823e-08	5.2618441682694694e-05	5.4580492244604706e-05	0	200	122	7684	12070	114	7634	11934	{timestr}
QFTAdd8	before	6	1e-06	48.793585210994934	497.3570276870014	1.0536712125031045e-07	8.539614604341494e-08	1.0460264743272774e-07	0	200	276	17318	26888	207	13889	21749	{timestr}
QFTAdd8	after	6	1e-06	13.059203725999396	181.00078866300464	8.685033203725823e-08	2.587899664563409e-07	2.947629255123374e-07	0	200	122	7640	12027	114	7592	11955	{timestr}
QFTAdd8	before	6	1e-06	45.89955806999933	471.7062342950012	1.0536712125031045e-07	1.300996296249579e-07	4.470348358154297e-08	0	200	276	17142	26658	215	14353	22469	{timestr}
QFTAdd8	after	6	1e-06	12.44558079399576	229.4002040339983	8.685033203725823e-08	2.0664354749566627e-07	2.7126284107836796e-07	0	200	122	7642	12002	114	7634	11957	{timestr}
QFTAdd8	before	6	1e-08	91.88616265900055	658.1578903280024	1.0536712125031045e-07	1.8401421131297724e-07	2.1067142819131135e-07	0	200	276	15412	23931	216	13591	21254	{timestr}
QFTAdd8	after	6	1e-08	31.79355738799495	255.62878234100208	8.685033203725823e-08	1.6705333405475642e-07	1.6439875794027614e-07	0	200	122	6786	10708	118	7213	11398	{timestr}
QFTAdd8	before	6	1e-08	79.56866992799769	468.7722778440002	1.0536712125031045e-07	1.0536712125031045e-07	1.311766895106814e-07	0	200	276	15410	24041	223	12888	20177	{timestr}
QFTAdd8	after	6	1e-08	38.38762382200366	231.31995081499917	8.685033203725823e-08	2.2618291162235238e-07	1.8547218216813377e-07	0	200	122	6805	10735	118	7218	11411	{timestr}
QFTAdd8	before	7	1e-05	29.974158445002104	6741.0808850179965	8.429369702245282e-08	5.002928129660411e-06	4.4928403185595656e-06	0	200	276	20497	31533	207	16477	25595	{timestr}
QFTAdd8	after	7	1e-05	17.350844136002706	2194.3121639859964	8.067806900324825e-08	5.407375862742647e-06	4.850986457305417e-06	0	200	122	8489	13196	112	8723	13567	{timestr}
QFTAdd8	before	7	1e-05	29.133488235005643	7100.312182230991	8.429369702245282e-08	4.865747551430211e-06	4.317001668030507e-06	0	200	276	20217	31173	210	16987	26307	{timestr}
QFTAdd8	after	7	1e-05	17.526785139998537	2739.914470859003	8.067806900324825e-08	4.745239077674768e-06	4.291996991478975e-06	0	200	122	8735	13628	112	8818	13602	{timestr}
QFTAdd8	before	7	0.001	24.09273363200191	7376.341748438004	8.429369702245282e-08	0.00036532743683981295	0.00023703498082350283	0	200	276	15971	24752	220	13753	21543	{timestr}
QFTAdd8	after	7	0.001	8.025845320007647	3305.205679260005	8.067806900324825e-08	0.0005115034257491269	0.0005004113763834583	0	200	122	6585	10423	112	6570	10368	{timestr}
QFTAdd8	before	7	0.001	24.035744913999224	7573.987274750005	8.429369702245282e-08	0.0003040564592624584	0.00040028499595645695	0	200	276	16056	24916	209	12765	19904	{timestr}
QFTAdd8	after	7	0.001	7.5782941179932095	2448.8672305419896	8.067806900324825e-08	0.0005021042324103719	0.0005088818295644337	0	200	122	6582	10354	112	6570	10353	{timestr}
QFTAdd8	before	7	1e-07	84.84808441100176	7928.491338496009	8.429369702245282e-08	1.5007060483185342e-07	1.7987292721954873e-07	0	200	276	16080	24981	237	14386	22316	{timestr}
QFTAdd8	after	7	1e-07	34.53518429299584	2791.3126173329947	8.067806900324825e-08	1.2282491756998581e-07	2.6638958938729473e-07	0	200	122	6755	10693	117	7090	11167	{timestr}
QFTAdd8	before	7	1e-07	83.6959290419909	7581.017067886001	8.429369702245282e-08	1.289971806039958e-07	2.702076071781079e-07	0	200	276	16093	25025	230	14079	22045	{timestr}
QFTAdd8	after	7	1e-07	39.59659673400165	2370.160011476997	8.067806900324825e-08	1.1048039139094357e-07	1.4531337688694634e-07	0	200	122	6753	10691	115	7083	11145	{timestr}
QFTAdd8	before	7	0.0001	27.341272405989002	7982.80346511399	8.429369702245282e-08	1.8089203893123518e-05	1.7893238792643373e-05	0	200	276	18942	29076	225	16716	25974	{timestr}
QFTAdd8	after	7	0.0001	8.39738098399539	2260.738803051994	8.067806900324825e-08	4.483369207441967e-05	4.931123045504027e-05	0	200	122	7914	12527	112	7760	12124	{timestr}
QFTAdd8	before	7	0.0001	27.38871259499865	7747.2401382700045	8.429369702245282e-08	1.7681618365239515e-05	1.5391452613533474e-05	0	200	276	19031	29337	230	17090	26555	{timestr}
QFTAdd8	after	7	0.0001	8.497798487980617	2533.8522269180103	8.067806900324825e-08	4.417676511292434e-05	4.3382327598595616e-05	0	200	122	7917	12461	112	7873	12356	{timestr}
QFTAdd8	before	7	1e-06	47.83715783400112	6820.844654586021	8.429369702245282e-08	8.429369702245282e-08	1.773809199523413e-07	0	200	276	17276	26851	220	14808	23083	{timestr}
QFTAdd8	after	7	1e-06	11.870660412008874	2233.2888735200104	8.067806900324825e-08	2.267559198187996e-07	2.1209337519589866e-07	0	200	122	7765	12207	112	7700	12085	{timestr}
QFTAdd8	before	7	1e-06	47.454443752998486	7800.351798012009	8.429369702245282e-08	7.194917084341057e-08	1.2355301715061273e-07	0	200	276	17239	26792	214	14449	22523	{timestr}
QFTAdd8	after	7	1e-06	28.390543838002486	2311.5996130559943	8.067806900324825e-08	1.6571515593089003e-07	1.718874190759223e-07	0	200	122	7696	12041	112	7691	12110	{timestr}
QFTAdd64	before	4	1e-05	384.4001312339999	752.585715379	7.050423186716337e-06	7.760083464369849e-06	6.78385965269257e-06	0	4396	6402	272928	424472	5736	272348	424213	2025-03-28T12:00:13.220272
QFTAdd64	after	4	1e-05	135.05411848200038	342.3136388409994	4.357856415060368e-06	5.038705354509787e-06	5.0362575946261146e-06	0	4396	2388	112738	177818	2372	113737	179285	2025-03-28T12:50:51.577198
QFTAdd512	before	4	1e-05	3030.9810048169998	28123.584055	6.008243231725441e-05	7.051664331869656e-05	6.271008524527666e-05	0	38444	56130	2350554	3658847	50513	2365996	3685981	2025-03-29T15:26:28.019097
QFTAdd512	after	4	1e-05	1265.8430968169996	22955.549531816003	3.8051185906273766e-05	4.495975469198665e-05	4.2089723281790725e-05	0	38444	20756	973450	1533168	20638	992441	1561568	2025-03-29T22:24:15.063228
QFTAdd32	before	4	1e-05	122.89024929000152	353.9179488860027	3.122230436858331e-06	2.6803074794079507e-06	1.6563316012074836e-06	0	1964	2850	146043	226724	2363	147241	229352	2025-03-29T22:33:48.041069
QFTAdd32	after	4	1e-05	51.77549534600257	205.17735592400277	1.9070916780217217e-06	1.6171844806622815e-06	1.754504877382601e-06	0	1964	1076	70789	110684	1059	70790	110854	2025-03-29T22:38:52.034314
QFTAdd256	before	4	1e-05	1364.5907939830067	6350.465412389007	2.9790621717151744e-05	3.4210164805426047e-05	3.0725723394464666e-05	0	18988	27714	1159446	1803560	24947	1177719	1834007	2025-03-30T01:01:20.833367
QFTAdd256	after	4	1e-05	565.4023508190003	3029.5470090180024	1.8620084622167354e-05	2.1893993503052656e-05	2.1212183512253624e-05	0	18988	10260	484290	762834	10198	492825	775235	2025-03-30T02:06:50.223911
QFTAdd16	before	4	1e-05	48.12378188398725	138.52586262399564	1.2236650137609217e-06	8.57979849833157e-07	1.4405979987808237e-06	0	748	1074	70554	109476	844	57342	89267	2025-03-30T02:10:40.998486
QFTAdd16	after	4	1e-05	19.687821286002873	77.17051649000496	6.850147656889405e-07	2.3077001533033936e-06	2.546471173259235e-06	0	748	420	27529	43039	408	27505	43087	2025-03-30T02:12:38.781473
QFTAdd128	before	4	1e-05	603.0701649469993	1823.3925725129957	1.4618580383540802e-05	1.6253258480092292e-05	1.4849249978188261e-05	0	9260	13506	566025	880456	12146	565519	881181	2025-03-30T02:59:35.472034
